SECONDS,NANOSECONDS,NDX,DIAG,REMARK,DATE,TIME,H2O,CO2,CH4,CAVITY_P,CAVITY_T,LASER_PHASE_P,LASER_T,RESIDUAL,RING_DOWN_TIME,THERMAL_ENCLOSURE_T,PHASE_ERROR,LASER_T_SHIFT,INPUT_VOLTAGE,CHK
1691059080,187036991,17063547,0,"""""",2025-11-30,04:38:00,16457.5347,513.96222,1936.40889,40.6297,55.001,26.1589,51.028,0.00265588,11.2887,54.5064,-57.79,0.15088,24.1356,200
1691059140,187036991,17063548,0,"""""",2025-11-30,04:39:00,16458.2481,517.05085,1937.16762,40.6302,55.001,26.1641,51.028,0.00267202,11.2869,54.5006,12.95,0.15088,24.13,106
1691059200,187036991,17063549,0,"""""",2025-11-30,04:40:00,16458.5883,516.42996,1936.3699,40.6281,55.001,26.1591,51.028,0.00266908,11.2907,54.4941,-10.67,0.15088,24.1314,176
1691059260,187036991,17063550,0,"""""",2025-11-30,04:41:00,16461.0872,516.42178,1936.27587,40.6363,55.001,26.1601,51.028,0.00264591,11.2885,54.5023,-74.81,0.15088,24.1348,78
1691059320,187036991,17063551,0,"""""",2025-11-30,04:42:00,16458.1093,515.2505,1936.01008,40.6234,55.001,26.1525,51.028,0.00265429,11.2913,54.4949,65.41,0.15088,24.1339,71
1691059380,187036991,17063552,0,"""""",2025-11-30,04:43:00,16459.4169,517.509,1936.59909,40.6277,55.001,26.1668,51.028,0.00268183,11.2895,54.4997,56.48,0.15088,24.1365,166
1691059440,187036991,17063553,0,"""""",2025-11-30,04:44:00,16456.0144,517.62322,1936.57863,40.6277,55.001,26.1553,51.028,0.0026581,11.2892,54.4989,68.01,0.15088,24.1319,235
1691059500,187036991,17063554,0,"""""",2025-11-30,04:45:00,16459.1828,518.20909,1936.81057,40.6313,55.001,26.1585,51.028,0.00266097,11.2885,54.4956,56.75,0.15088,24.1346,44
1691059560,187036991,17063555,0,"""""",2025-11-30,04:46:00,16463.5734,518.06108,1936.22145,40.6324,55.001,26.1623,51.028,0.00264931,11.2896,54.4963,47.13,0.15088,24.1342,235
1691059620,187036991,17063556,0,"""""",2025-11-30,04:47:00,16466.5753,515.94127,1935.76671,40.624,55.001,26.1606,51.028,0.00265893,11.2883,54.4988,49.48,0.15088,24.1365,118
1691059680,187036991,17063557,0,"""""",2025-11-30,04:48:00,16457.1719,518.76831,1935.80391,40.6315,55.001,26.1584,51.028,0.00264399,11.2898,54.4979,-7.53,0.15088,24.135,159
1691059740,187036991,17063558,0,"""""",2025-11-30,04:49:00,16463.5395,519.55185,1936.5344,40.6289,55.001,26.1601,51.028,0.00265391,11.2894,54.5021,27.21,0.15088,24.1322,207
1691059800,187036991,17063559,0,"""""",2025-11-30,04:50:00,16464.7009,519.70193,1936.53576,40.6351,55.001,26.1603,51.028,0.00264108,11.2907,54.4995,24.37,0.15088,24.1356,216
1691059860,187036991,17063560,0,"""""",2025-11-30,04:51:00,16461.5381,519.62194,1936.37245,40.6279,55.001,26.161,51.028,0.00266349,11.2878,54.5009,7.52,0.15088,24.1342,225
1691059920,187036991,17063561,0,"""""",2025-11-30,04:52:00,16459.0317,519.36056,1935.7904,40.6254,55.001,26.1592,51.028,0.00265866,11.2886,54.5028,-11.92,0.15088,24.1373,146
1691059980,187036991,17063562,0,"""""",2025-11-30,04:53:00,16461.2025,519.82864,1936.28376,40.6312,55.001,26.1593,51.028,0.00266116,11.289,54.5007,-13.66,0.15088,24.1335,96
1691060040,187036991,17063563,0,"""""",2025-11-30,04:54:00,16460.1346,519.8626,1936.41107,40.6201,55.001,26.164,51.028,0.00263807,11.2895,54.4976,53.22,0.15088,24.1377,22
1691060100,187036991,17063564,0,"""""",2025-11-30,04:55:00,16460.9029,521.60556,1936.97383,40.6328,55.001,26.159,51.028,0.00264837,11.2883,54.5025,52.85,0.15088,24.1365,53
1691060160,187036991,17063565,0,"""""",2025-11-30,04:56:00,16456.718,520.72208,1936.63614,40.6242,55.001,26.1589,51.028,0.00266508,11.2918,54.499,-34.55,0.15088,24.1383,142
1691060220,187036991,17063566,0,"""""",2025-11-30,04:57:00,16457.7863,520.64158,1935.94123,40.6258,55.001,26.1667,51.028,0.00265108,11.2886,54.4976,9.43,0.15088,24.134,75
1691060280,187036991,17063567,0,"""""",2025-11-30,04:58:00,16461.0425,520.02291,1936.35495,40.6248,55.001,26.16,51.028,0.00266048,11.2888,54.4945,35.76,0.15088,24.1344,177
1691060340,187036991,17063568,0,"""""",2025-11-30,04:59:00,16456.2971,521.42234,1936.41446,40.6319,55.001,26.1553,51.028,0.00266094,11.289,54.5,-56.16,0.15088,24.136,135
1691060400,187036991,17063569,0,"""""",2025-11-30,05:00:00,16458.7686,523.31298,1936.34098,40.6286,55.001,26.162,51.028,0.00266125,11.2882,54.4984,-26.84,0.15088,24.1323,137
1691060460,187036991,17063570,0,"""""",2025-11-30,05:01:00,16459.0324,523.08407,1936.61632,40.63,55.001,26.1619,51.028,0.00266025,11.2884,54.5043,-32.17,0.15088,24.1321,159
1691060520,187036991,17063571,0,"""""",2025-11-30,05:02:00,16463.0418,523.91981,1937.28392,40.6315,55.001,26.1579,51.028,0.00267568,11.2888,54.5009,-51.49,0.15088,24.1329,54
1691060580,187036991,17063572,0,"""""",2025-11-30,05:03:00,16461.4858,522.70548,1937.20903,40.6261,55.001,26.1597,51.028,0.00266632,11.287,54.4982,49.37,0.15088,24.1352,29
1691060640,187036991,17063573,0,"""""",2025-11-30,05:04:00,16456.2606,522.93822,1935.91583,40.6312,55.001,26.1618,51.028,0.00267781,11.2889,54.4926,29.59,0.15088,24.1353,103
1691060700,187036991,17063574,0,"""""",2025-11-30,05:05:00,16462.9652,523.8455,1936.51514,40.6306,55.001,26.1589,51.028,0.00268018,11.289,54.4972,24.77,0.15088,24.1346,164
1691060760,187036991,17063575,0,"""""",2025-11-30,05:06:00,16461.7604,522.96662,1936.10218,40.6256,55.001,26.1575,51.028,0.00265939,11.2886,54.5025,-56.26,0.15088,24.1345,197
1691060820,187036991,17063576,0,"""""",2025-11-30,05:07:00,16458.6043,523.89218,1936.67329,40.6289,55.001,26.1583,51.028,0.00267431,11.2878,54.5003,7.57,0.15088,24.1344,198
1691060880,187036991,17063577,0,"""""",2025-11-30,05:08:00,16461.3389,523.95311,1937.17267,40.6237,55.001,26.1628,51.028,0.00266761,11.287,54.5003,-39.94,0.15088,24.1343,36
1691060940,187036991,17063578,0,"""""",2025-11-30,05:09:00,16462.3688,523.73856,1936.63335,40.627,55.001,26.1589,51.028,0.00263568,11.2897,54.4951,-14.84,0.15088,24.1367,60
1691061000,187036991,17063579,0,"""""",2025-11-30,05:10:00,16460.138,525.02456,1936.57463,40.6267,55.001,26.1594,51.028,0.00265936,11.2894,54.5034,51.58,0.15088,24.1353,171
1691061060,187036991,17063580,0,"""""",2025-11-30,05:11:00,16459.6881,526.46004,1936.09914,40.6339,55.001,26.1602,51.028,0.00266661,11.2891,54.4991,-76.56,0.15088,24.1344,159
1691061120,187036991,17063581,0,"""""",2025-11-30,05:12:00,16461.0034,526.06971,1936.96502,40.6233,55.001,26.1605,51.028,0.00265272,11.2891,54.4978,53.47,0.15088,24.1352,47
1691061180,187036991,17063582,0,"""""",2025-11-30,05:13:00,16459.3883,525.43051,1936.93045,40.6287,55.001,26.1615,51.028,0.00267362,11.2898,54.4923,35.98,0.15088,24.1343,121
1691061240,187036991,17063583,0,"""""",2025-11-30,05:14:00,16458.9366,527.46699,1936.6699,40.6258,55.001,26.1576,51.028,0.00264732,11.2884,54.4984,7.12,0.15088,24.1364,86
1691061300,187036991,17063584,0,"""""",2025-11-30,05:15:00,16461.6785,525.53771,1937.05929,40.6267,55.001,26.1612,51.028,0.00265558,11.2889,54.5022,-60.48,0.15088,24.1411,127
1691061360,187036991,17063585,0,"""""",2025-11-30,05:16:00,16464.3722,526.44981,1936.81824,40.6247,55.001,26.1569,51.028,0.00265148,11.2886,54.5015,6.98,0.15088,24.1365,29
1691061420,187036991,17063586,0,"""""",2025-11-30,05:17:00,16459.0748,528.11647,1936.36043,40.6268,55.001,26.1564,51.028,0.00265481,11.2886,54.4975,-51.1,0.15088,24.137,187
1691061480,187036991,17063587,0,"""""",2025-11-30,05:18:00,16460.0786,527.39955,1936.57876,40.6302,55.001,26.1556,51.028,0.00267015,11.2896,54.4961,-20.1,0.15088,24.1334,204
1691061540,187036991,17063588,0,"""""",2025-11-30,05:19:00,16463.0864,526.9523,1936.18275,40.6289,55.001,26.1621,51.028,0.00265444,11.2881,54.503,34.91,0.15088,24.134,14
1691061600,187036991,17063589,0,"""""",2025-11-30,05:20:00,16459.9858,527.69506,1936.67442,40.6279,55.001,26.1596,51.028,0.00266886,11.2904,54.4967,19.72,0.15088,24.1334,226
1691061660,187036991,17063590,0,"""""",2025-11-30,05:21:00,16459.59,529.86895,1936.83191,40.6278,55.001,26.1571,51.028,0.00265262,11.2912,54.4908,-64.0,0.15088,24.1352,129
1691061720,187036991,17063591,0,"""""",2025-11-30,05:22:00,16458.5883,528.62053,1936.32516,40.6271,55.001,26.1559,51.028,0.00265875,11.2868,54.4996,32.91,0.15088,24.1351,116
1691061780,187036991,17063592,0,"""""",2025-11-30,05:23:00,16460.6902,529.0326,1935.8713,40.632,55.001,26.1601,51.028,0.00266598,11.2907,54.4966,36.41,0.15088,24.1363,58
1691061840,187036991,17063593,0,"""""",2025-11-30,05:24:00,16460.5064,528.49809,1937.03334,40.627,55.001,26.1548,51.028,0.00268423,11.2876,54.4979,-38.4,0.15088,24.131,66
1691061900,187036991,17063594,0,"""""",2025-11-30,05:25:00,16460.8412,529.72042,1936.94883,40.6245,55.001,26.1567,51.028,0.0026622,11.289,54.4991,66.77,0.15088,24.1342,60
1691061960,187036991,17063595,0,"""""",2025-11-30,05:26:00,16454.8365,529.63618,1936.0944,40.6283,55.001,26.1583,51.028,0.00265326,11.2884,54.4995,15.96,0.15088,24.1353,194
1691062020,187036991,17063596,0,"""""",2025-11-30,05:27:00,16462.4851,529.09431,1936.94203,40.6316,55.001,26.156,51.028,0.00265236,11.2861,54.5033,21.84,0.15088,24.1344,43
1691062080,187036991,17063597,0,"""""",2025-11-30,05:28:00,16459.1093,529.9545,1936.46638,40.6243,55.001,26.1632,51.028,0.00265453,11.2896,54.499,44.23,0.15088,24.1348,201
1691062140,187036991,17063598,0,"""""",2025-11-30,05:29:00,16455.5787,531.55472,1936.6656,40.6301,55.001,26.1593,51.028,0.00265817,11.2896,54.4968,76.9,0.15088,24.1362,100
1691062200,187036991,17063599,0,"""""",2025-11-30,05:30:00,16463.85,530.49148,1936.16006,40.6347,55.001,26.1661,51.028,0.00265771,11.2881,54.5062,-34.35,0.15088,24.1343,96
1691062260,187036991,17063600,0,"""""",2025-11-30,05:31:00,16460.0492,532.10215,1936.9597,40.6247,55.001,26.1585,51.028,0.00266658,11.2893,54.4949,66.64,0.15088,24.1355,249
1691062320,187036991,17063601,0,"""""",2025-11-30,05:32:00,16460.6757,533.43207,1936.72218,40.6272,55.001,26.1548,51.028,0.00266062,11.29,54.4998,6.25,0.15088,24.1356,86
1691062380,187036991,17063602,0,"""""",2025-11-30,05:33:00,16459.0137,531.10033,1936.24358,40.6278,55.001,26.1566,51.028,0.00266986,11.2901,54.5009,0.71,0.15088,24.1354,52
1691062440,187036991,17063603,0,"""""",2025-11-30,05:34:00,16461.2431,532.43032,1936.38092,40.6277,55.001,26.1571,51.028,0.00266415,11.2871,54.5008,13.22,0.15088,24.1316,124
1691062500,187036991,17063604,0,"""""",2025-11-30,05:35:00,16462.2625,531.91585,1936.9643,40.6262,55.001,26.1639,51.028,0.00267626,11.2888,54.5009,-75.36,0.15088,24.1349,82
1691062560,187036991,17063605,0,"""""",2025-11-30,05:36:00,16456.503,531.8718,1936.18255,40.6269,55.001,26.1606,51.028,0.00266818,11.2893,54.4972,40.86,0.15088,24.1351,163
1691062620,187036991,17063606,0,"""""",2025-11-30,05:37:00,16463.9047,532.67637,1936.56825,40.6257,55.001,26.1585,51.028,0.00267089,11.2891,54.4992,40.01,0.15088,24.1362,213
1691062680,187036991,17063607,0,"""""",2025-11-30,05:38:00,16463.1774,534.93669,1936.59866,40.6238,55.001,26.1548,51.028,0.00266448,11.2882,54.5069,14.75,0.15088,24.1358,10
1691062740,187036991,17063608,0,"""""",2025-11-30,05:39:00,16461.6352,533.75461,1936.54369,40.6274,55.001,26.1645,51.028,0.00266245,11.287,54.4939,33.55,0.15088,24.1347,139
1691062800,187036991,17063609,0,"""""",2025-11-30,05:40:00,16457.9005,534.32197,1936.43365,40.6247,55.001,26.1601,51.028,0.00266331,11.2902,54.4987,16.73,0.15088,24.1351,132
1691062860,187036991,17063610,0,"""""",2025-11-30,05:41:00,16458.6479,534.32362,1936.4232,40.626,55.001,26.1602,51.028,0.00266416,11.2898,54.4931,-18.43,0.15088,24.1368,130
1691062920,187036991,17063611,0,"""""",2025-11-30,05:42:00,16458.5337,533.18922,1935.8087,40.6319,55.001,26.1607,51.028,0.00266462,11.2893,54.4989,-47.35,0.15088,24.1326,38
1691062980,187036991,17063612,0,"""""",2025-11-30,05:43:00,16459.0252,535.18586,1935.69046,40.629,55.001,26.1534,51.028,0.00266974,11.2909,54.5006,71.63,0.15088,24.1376,231
1691063040,187036991,17063613,0,"""""",2025-11-30,05:44:00,16456.4432,534.87434,1937.12838,40.6239,55.001,26.1591,51.028,0.00264405,11.29,54.4923,27.4,0.15088,24.1387,114
1691063100,187036991,17063614,0,"""""",2025-11-30,05:45:00,16458.5535,535.30469,1936.93245,40.6322,55.001,26.1609,51.028,0.002659,11.2907,54.4974,57.68,0.15088,24.1362,56
1691063160,187036991,17063615,0,"""""",2025-11-30,05:46:00,16456.7518,535.61066,1936.5762,40.6305,55.001,26.1649,51.028,0.00263347,11.2891,54.4968,-72.14,0.15088,24.1346,87
1691063220,187036991,17063616,0,"""""",2025-11-30,05:47:00,16459.7908,534.60234,1935.94982,40.622,55.001,26.1571,51.028,0.00266143,11.2893,54.4943,78.96,0.15088,24.1371,67
1691063280,187036991,17063617,0,"""""",2025-11-30,05:48:00,16463.0651,536.3807,1936.44136,40.6263,55.001,26.1575,51.028,0.0026609,11.2877,54.4996,47.49,0.15088,24.1345,242
1691063340,187036991,17063618,0,"""""",2025-11-30,05:49:00,16458.8182,536.98224,1936.83174,40.6282,55.001,26.1636,51.028,0.00266532,11.2896,54.5041,-59.52,0.15088,24.1354,57
1691063400,187036991,17063619,0,"""""",2025-11-30,05:50:00,16459.0633,536.03291,1936.6955,40.6258,55.001,26.161,51.028,0.00266769,11.289,54.5067,-74.21,0.15088,24.1375,248
1691063460,187036991,17063620,0,"""""",2025-11-30,05:51:00,16456.1307,537.40514,1936.50716,40.6248,55.001,26.1555,51.028,0.00266025,11.2894,54.4985,-67.59,0.15088,24.1328,177
1691063520,187036991,17063621,0,"""""",2025-11-30,05:52:00,16460.8586,537.92506,1936.36409,40.6231,55.001,26.1547,51.028,0.00264293,11.2886,54.4972,51.07,0.15088,24.1369,216
1691063580,187036991,17063622,0,"""""",2025-11-30,05:53:00,16455.4816,539.19417,1936.45047,40.6268,55.001,26.1622,51.028,0.00269494,11.289,54.497,79.67,0.15088,24.1387,97
1691063640,187036991,17063623,0,"""""",2025-11-30,05:54:00,16459.1903,537.96472,1936.77223,40.6261,55.001,26.1572,51.028,0.00266518,11.2884,54.4958,-36.98,0.15088,24.135,26
1691063700,187036991,17063624,0,"""""",2025-11-30,05:55:00,16461.0726,537.95004,1936.26928,40.6279,55.001,26.1581,51.028,0.00263812,11.2895,54.4983,0.06,0.15088,24.1363,233
1691063760,187036991,17063625,0,"""""",2025-11-30,05:56:00,16457.6395,538.77665,1936.19392,40.6294,55.001,26.1592,51.028,0.00268213,11.291,54.4998,3.45,0.15088,24.1374,180
1691063820,187036991,17063626,0,"""""",2025-11-30,05:57:00,16462.557,538.86215,1936.56362,40.6225,55.001,26.1605,51.028,0.00265319,11.2882,54.495,-51.35,0.15088,24.1371,197
1691063880,187036991,17063627,0,"""""",2025-11-30,05:58:00,16459.4519,538.98903,1936.3374,40.6316,55.001,26.1523,51.028,0.00266406,11.2903,54.5015,-17.39,0.15088,24.1387,95
1691063940,187036991,17063628,0,"""""",2025-11-30,05:59:00,16462.5939,540.35336,1936.62765,40.6296,55.001,26.1616,51.028,0.00266529,11.289,54.4989,38.95,0.15088,24.1355,185
1691064000,187036991,17063629,0,"""""",2025-11-30,06:00:00,16457.1461,540.66698,1936.51608,40.6293,55.001,26.1571,51.028,0.00266321,11.2882,54.4969,-62.0,0.15088,24.1339,29
1691064060,187036991,17063630,0,"""""",2025-11-30,06:01:00,16458.0056,540.43489,1936.54262,40.6292,55.001,26.162,51.028,0.00266085,11.2877,54.5019,19.17,0.15088,24.1306,182
1691064120,187036991,17063631,0,"""""",2025-11-30,06:02:00,16462.1244,540.7178,1937.19649,40.6312,55.001,26.1595,51.028,0.00265252,11.2893,54.4975,50.1,0.15088,24.132,223
1691064180,187036991,17063632,0,"""""",2025-11-30,06:03:00,16462.5288,541.03866,1936.45056,40.628,55.001,26.1599,51.028,0.0026594,11.2902,54.4951,74.17,0.15088,24.1345,157
1691064240,187036991,17063633,0,"""""",2025-11-30,06:04:00,16459.7152,540.18782,1936.83985,40.6268,55.001,26.163,51.028,0.00266001,11.2893,54.4971,53.06,0.15088,24.1337,141
1691064300,187036991,17063634,0,"""""",2025-11-30,06:05:00,16459.2258,541.8079,1936.26468,40.6265,55.001,26.1596,51.028,0.00266236,11.2882,54.503,-62.41,0.15088,24.1358,165
1691064360,187036991,17063635,0,"""""",2025-11-30,06:06:00,16461.8597,541.12347,1936.89519,40.6272,55.001,26.1621,51.028,0.00265748,11.2908,54.4993,-72.58,0.15088,24.1314,233
1691064420,187036991,17063636,0,"""""",2025-11-30,06:07:00,16459.1551,541.27218,1936.26023,40.6227,55.001,26.1643,51.028,0.00267323,11.288,54.505,-16.66,0.15088,24.139,178
1691064480,187036991,17063637,0,"""""",2025-11-30,06:08:00,16461.9047,540.93402,1936.3987,40.627,55.001,26.1566,51.028,0.00265062,11.2869,54.4948,62.44,0.15088,24.1342,177
1691064540,187036991,17063638,0,"""""",2025-11-30,06:09:00,16455.8066,543.06479,1936.60459,40.6265,55.001,26.1579,51.028,0.00266306,11.2886,54.4945,-35.59,0.15088,24.1327,42
1691064600,187036991,17063639,0,"""""",2025-11-30,06:10:00,16461.009,543.5582,1936.1081,40.6295,55.001,26.1573,51.028,0.00265833,11.2894,54.4976,45.64,0.15088,24.1349,76
1691064660,187036991,17063640,0,"""""",2025-11-30,06:11:00,16458.5782,543.358,1936.87255,40.6256,55.001,26.1525,51.028,0.00266812,11.2899,54.4986,37.61,0.15088,24.1323,21
1691064720,187036991,17063641,0,"""""",2025-11-30,06:12:00,16457.9079,543.23546,1936.29347,40.6228,55.001,26.1659,51.028,0.00266402,11.2898,54.5015,42.7,0.15088,24.1316,88
1691064780,187036991,17063642,0,"""""",2025-11-30,06:13:00,16458.9141,543.31143,1936.31993,40.6249,55.001,26.1599,51.028,0.00265748,11.2898,54.5007,37.94,0.15088,24.1371,45
1691064840,187036991,17063643,0,"""""",2025-11-30,06:14:00,16456.9797,542.89842,1936.83929,40.6304,55.001,26.1633,51.028,0.0026415,11.2907,54.4973,10.57,0.15088,24.1365,216
1691064900,187036991,17063644,0,"""""",2025-11-30,06:15:00,16466.6547,546.05232,1935.84891,40.6282,55.001,26.1546,51.028,0.00265985,11.2884,54.5027,-74.2,0.15088,24.1359,128
1691064960,187036991,17063645,0,"""""",2025-11-30,06:16:00,16465.2183,543.42413,1936.6637,40.6225,55.001,26.1599,51.028,0.00265588,11.2882,54.501,-29.9,0.15088,24.1314,211
1691065020,187036991,17063646,0,"""""",2025-11-30,06:17:00,16458.1804,545.49922,1936.2234,40.6238,55.001,26.1598,51.028,0.0026711,11.2893,54.4994,48.36,0.15088,24.1364,46
1691065080,187036991,17063647,0,"""""",2025-11-30,06:18:00,16458.1159,545.90809,1937.26821,40.632,55.001,26.1657,51.028,0.00267391,11.2904,54.5023,-79.34,0.15088,24.1345,85
1691065140,187036991,17063648,0,"""""",2025-11-30,06:19:00,16454.9774,544.8324,1936.50695,40.6289,55.001,26.1542,51.028,0.00266184,11.2883,54.4994,-77.6,0.15088,24.1353,10
1691065200,187036991,17063649,0,"""""",2025-11-30,06:20:00,16459.2753,546.41102,1936.70336,40.6222,55.001,26.1585,51.028,0.00266233,11.2886,54.4946,-22.46,0.15088,24.1334,107
1691065260,187036991,17063650,0,"""""",2025-11-30,06:21:00,16460.9728,546.05802,1936.28291,40.6294,55.001,26.1611,51.028,0.00266725,11.2873,54.4957,-46.83,0.15088,24.1361,150
1691065320,187036991,17063651,0,"""""",2025-11-30,06:22:00,16460.6274,545.92188,1936.11255,40.6314,55.001,26.1602,51.028,0.00266287,11.2904,54.4987,-67.87,0.15088,24.1326,152
1691065380,187036991,17063652,0,"""""",2025-11-30,06:23:00,16459.2397,547.20554,1937.51637,40.6315,55.001,26.1638,51.028,0.00266267,11.2892,54.5056,37.33,0.15088,24.1343,84
1691065440,187036991,17063653,0,"""""",2025-11-30,06:24:00,16460.4037,547.43846,1936.69747,40.6328,55.001,26.1633,51.028,0.00264627,11.2889,54.4989,45.57,0.15088,24.1355,233
1691065500,187036991,17063654,0,"""""",2025-11-30,06:25:00,16466.3673,546.42829,1936.10822,40.6303,55.001,26.1604,51.028,0.00266404,11.2887,54.4984,78.81,0.15088,24.1336,50
1691065560,187036991,17063655,0,"""""",2025-11-30,06:26:00,16459.1296,548.0782,1935.75119,40.6278,55.001,26.1596,51.028,0.00266129,11.2893,54.4949,-37.91,0.15088,24.1385,93
1691065620,187036991,17063656,0,"""""",2025-11-30,06:27:00,16466.3791,548.58398,1936.59818,40.631,55.001,26.1559,51.028,0.00266645,11.2895,54.4994,-34.46,0.15088,24.1362,60
1691065680,187036991,17063657,0,"""""",2025-11-30,06:28:00,16461.3763,548.53186,1936.70075,40.63,55.001,26.1544,51.028,0.00265888,11.2879,54.4997,66.25,0.15088,24.1365,221
1691065740,187036991,17063658,0,"""""",2025-11-30,06:29:00,16456.6259,549.59076,1937.2817,40.6269,55.001,26.1632,51.028,0.00265022,11.2885,54.5028,-2.7,0.15088,24.1353,242
1691065800,187036991,17063659,0,"""""",2025-11-30,06:30:00,16461.698,550.33702,1936.26863,40.6263,55.001,26.158,51.028,0.00267481,11.2901,54.4974,-56.28,0.15088,24.1375,205
1691065860,187036991,17063660,0,"""""",2025-11-30,06:31:00,16461.4459,549.56595,1936.23242,40.6317,55.001,26.1636,51.028,0.00265348,11.2884,54.4997,-0.25,0.15088,24.1376,62
1691065920,187036991,17063661,0,"""""",2025-11-30,06:32:00,16460.5743,549.97017,1936.58544,40.63,55.001,26.1632,51.028,0.00265216,11.2893,54.4913,-0.68,0.15088,24.133,231
1691065980,187036991,17063662,0,"""""",2025-11-30,06:33:00,16464.8179,549.53321,1935.65703,40.6339,55.001,26.1538,51.028,0.00268274,11.2897,54.5019,48.65,0.15088,24.1357,137
1691066040,187036991,17063663,0,"""""",2025-11-30,06:34:00,16461.6444,549.9945,1937.01516,40.6284,55.001,26.1582,51.028,0.00265222,11.2895,54.5017,-4.61,0.15088,24.1371,226
1691066100,187036991,17063664,0,"""""",2025-11-30,06:35:00,16466.5426,550.18811,1936.3211,40.6242,55.001,26.154,51.028,0.0026569,11.2906,54.4931,-4.37,0.15088,24.1329,70
1691066160,187036991,17063665,0,"""""",2025-11-30,06:36:00,16459.7659,551.68891,1936.20152,40.6222,55.001,26.158,51.028,0.00266723,11.2908,54.4961,34.08,0.15088,24.1337,243
1691066220,187036991,17063666,0,"""""",2025-11-30,06:37:00,16451.9078,551.31258,1936.05825,40.6256,55.001,26.1587,51.028,0.00266546,11.2893,54.493,61.38,0.15088,24.1338,210
1691066280,187036991,17063667,0,"""""",2025-11-30,06:38:00,16457.2861,551.49675,1936.43066,40.6258,55.001,26.1581,51.028,0.00266823,11.2889,54.5011,66.31,0.15088,24.1313,186
1691066340,187036991,17063668,0,"""""",2025-11-30,06:39:00,16461.4318,550.85374,1935.91493,40.6223,55.001,26.1589,51.028,0.0026669,11.2889,54.5019,72.99,0.15088,24.1368,60
1691066400,187036991,17063669,0,"""""",2025-11-30,06:40:00,16460.8719,551.36821,1936.49896,40.6297,55.001,26.1593,51.028,0.00264967,11.2916,54.5008,76.58,0.15088,24.1333,33
1691066460,187036991,17063670,0,"""""",2025-11-30,06:41:00,16460.488,552.08137,1936.71801,40.6246,55.001,26.1675,51.028,0.00264713,11.2892,54.4953,-28.16,0.15088,24.136,39
1691066520,187036991,17063671,0,"""""",2025-11-30,06:42:00,16459.8273,552.72137,1936.44891,40.6277,55.001,26.1623,51.028,0.0026721,11.2898,54.5021,-54.71,0.15088,24.1322,85
1691066580,187036991,17063672,0,"""""",2025-11-30,06:43:00,16456.3119,552.15771,1937.47607,40.6294,55.001,26.1565,51.028,0.00266076,11.2895,54.4922,-61.18,0.15088,24.1332,88
1691066640,187036991,17063673,0,"""""",2025-11-30,06:44:00,16458.0075,553.72401,1936.36887,40.6267,55.001,26.1641,51.028,0.00265688,11.2887,54.4998,-78.89,0.15088,24.1363,67
1691066700,187036991,17063674,0,"""""",2025-11-30,06:45:00,16462.3306,552.41602,1936.53692,40.6327,55.001,26.1621,51.028,0.0026557,11.2879,54.5008,73.27,0.15088,24.1341,43
1691066760,187036991,17063675,0,"""""",2025-11-30,06:46:00,16460.4919,553.59569,1936.20109,40.6278,55.001,26.1617,51.028,0.0026714,11.29,54.501,24.42,0.15088,24.1344,121
1691066820,187036991,17063676,0,"""""",2025-11-30,06:47:00,16461.9559,553.38342,1936.48382,40.6284,55.001,26.163,51.028,0.00265181,11.2897,54.4998,-70.73,0.15088,24.1399,35
1691066880,187036991,17063677,0,"""""",2025-11-30,06:48:00,16455.5071,554.0054,1936.75667,40.6249,55.001,26.1607,51.028,0.00266664,11.2896,54.4973,-38.79,0.15088,24.1346,135
1691066940,187036991,17063678,0,"""""",2025-11-30,06:49:00,16457.7106,555.0623,1936.68274,40.6256,55.001,26.1604,51.028,0.00265165,11.2885,54.4974,48.83,0.15088,24.1356,97
1691067000,187036991,17063679,0,"""""",2025-11-30,06:50:00,16461.3166,553.13098,1936.4836,40.6288,55.001,26.1576,51.028,0.00266317,11.2881,54.5011,10.27,0.15088,24.1379,82
1691067060,187036991,17063680,0,"""""",2025-11-30,06:51:00,16453.6168,554.98241,1936.04259,40.626,55.001,26.153,51.028,0.00267039,11.2888,54.498,39.05,0.15088,24.1319,238
1691067120,187036991,17063681,0,"""""",2025-11-30,06:52:00,16460.1514,556.0756,1936.46075,40.6325,55.001,26.1553,51.028,0.00265304,11.2883,54.5037,-70.81,0.15088,24.1349,31
1691067180,187036991,17063682,0,"""""",2025-11-30,06:53:00,16460.6191,556.87664,1936.63313,40.6333,55.001,26.1669,51.028,0.0026701,11.2873,54.5028,52.4,0.15088,24.1337,110
1691067240,187036991,17063683,0,"""""",2025-11-30,06:54:00,16457.6449,555.68278,1936.44639,40.6255,55.001,26.1593,51.028,0.00266594,11.2887,54.4969,1.15,0.15088,24.1331,107
1691067300,187036991,17063684,0,"""""",2025-11-30,06:55:00,16461.0302,556.6864,1936.52076,40.6273,55.001,26.1583,51.028,0.00267388,11.2896,54.5019,-10.6,0.15088,24.1332,60
1691067360,187036991,17063685,0,"""""",2025-11-30,06:56:00,16460.6267,557.33467,1936.87306,40.6259,55.001,26.156,51.028,0.00266717,11.288,54.4984,-36.59,0.15088,24.1357,230
1691067420,187036991,17063686,0,"""""",2025-11-30,06:57:00,16460.2204,556.3867,1936.19203,40.6307,55.001,26.1569,51.028,0.00267041,11.2889,54.4991,-45.36,0.15088,24.1336,17
